GEOID,sovi,rank,state_id
g48077,-2.700568790846633,215.0,g48
g48079,-0.750179528995822,168.0,g48
g48081,1.0525662418493247,90.0,g48
g48083,3.36186823365983,24.0,g48
g48085,-4.724926349943597,243.0,g48
g48087,2.100644674305513,55.0,g48
g48089,0.3372267546245431,115.0,g48
g48091,-5.019820310766823,247.0,g48
g48093,0.7881160982544968,98.0,g48
g48095,2.7838272235914796,37.0,g48
g48097,-1.7890975083963672,195.0,g48
g48099,-0.13007044975900162,141.0,g48
g48101,4.322240876874915,8.0,g48
g48103,-2.180462221292139,206.0,g48
g48105,-0.6789193572389176,165.0,g48
g48107,1.7279726932449146,64.0,g48
g48109,0.8995357294644535,95.0,g48
g48111,-2.675010874201608,214.0,g48
g48113,3.3784395927976965,23.0,g48
g48115,2.648085063546813,42.0,g48
g48117,-1.6299843498052449,190.0,g48
g48119,0.1271339297663726,132.0,g48
g48121,-4.3388637105165815,238.0,g48
g48123,2.4418282012684442,47.0,g48
g48125,3.8610225515300325,16.0,g48
g48127,2.44796471207607,46.0,g48
g48129,0.2564429627777328,121.0,g48
g48131,3.6561496411937275,21.0,g48
g48133,1.9915767489310667,59.0,g48
g48135,-1.865636612936639,197.0,g48
g48137,0.2628921493991916,119.0,g48
g48139,-4.061867767616854,233.0,g48
g48141,0.9238351514056785,93.0,g48
g48143,-2.1138322098772364,204.0,g48
g48145,4.037485583164842,14.0,g48
g48147,0.25806667016276497,120.0,g48
g48149,-1.4471466309556469,187.0,g48
g48151,-0.053704685275453024,134.0,g48
g48153,1.6663528586219156,65.0,g48
g48155,5.360010694873987,3.0,g48
g48157,-3.4778653380851625,225.0,g48
g48159,-0.46670398807159164,156.0,g48
g48161,0.17098565153415723,130.0,g48
g48163,3.2442077437899806,29.0,g48
g48165,-4.823161956195947,244.0,g48
g48167,-1.1515332371877163,181.0,g48
g48169,4.046147688712224,13.0,g48
g48171,-2.555684964311043,211.0,g48
g48173,-7.6879522232213215,254.0,g48
g48175,-0.11519436514761311,138.0,g48
g48177,0.43627448791728296,110.0,g48
g48179,-0.42534816235859385,155.0,g48
g48181,-0.2712306873083958,146.0,g48
g48183,1.0954282755527174,82.0,g48
g48185,1.507983503912255,68.0,g48
g48187,-4.234158760737016,236.0,g48
g48189,1.1612803549237578,81.0,g48
g48191,3.3387381018822406,26.0,g48
g48193,0.4142372907465351,111.0,g48
g48195,-1.9622617026670441,202.0,g48
g48197,3.5181415434804513,22.0,g48
g48199,-2.958440136524536,219.0,g48
g48201,2.139238045651404,53.0,g48
g48203,-0.10855618670895462,136.0,g48
g48205,-2.212177645163815,207.0,g48
g48207,1.9765481832283505,60.0,g48
g48209,-4.608670793495703,240.0,g48
g48211,-1.7855958911100684,194.0,g48
g48213,-0.6785394302226179,164.0,g48
g48215,0.5993670177933312,104.0,g48
g48217,-0.33709555417507303,151.0,g48
g48219,-1.8851055185346983,199.0,g48
g48221,-3.7239058390056523,228.0,g48
g48223,-0.6086451344489654,162.0,g48
g48225,5.164225400878276,4.0,g48
g48227,3.3461899546811265,25.0,g48
g48229,1.0897464347993386,84.0,g48
g48231,-0.9314305628935607,174.0,g48
g48233,-1.0960370438401603,179.0,g48
g48235,-4.2158502418659625,235.0,g48
g48237,-0.12992602391681884,140.0,g48
g48239,-0.9295644705478887,173.0,g48
g48241,1.2117350079735352,75.0,g48
g48243,-0.9325192784737458,175.0,g48
g48245,4.208389584316031,11.0,g48
g48247,1.8851327611012247,63.0,g48
g48249,0.9044726517465549,94.0,g48
g48251,-4.152153845902276,234.0,g48
g48253,4.840791306667829,6.0,g48
g48255,3.842702211649622,17.0,g48
g48257,-3.7706841830640485,230.0,g48
g48259,-6.668159507516216,252.0,g48
g48261,1.556840031333661,66.0,g48
g48263,0.7724481938704741,99.0,g48
g48265,-0.5314828005770852,159.0,g48
g48267,0.7274400720645049,100.0,g48
g48269,-3.3705088039937534,222.0,g48
g48271,3.0022175315141815,33.0,g48
g48273,2.0029059125190956,57.0,g48
g48275,4.290154742673894,10.0,g48
g48277,1.921470533844572,62.0,g48
g48279,1.0537609825482026,89.0,g48
g48281,-1.8345238639825034,196.0,g48
g48283,5.088443314922926,5.0,g48
g48285,-0.4118323987517461,153.0,g48
g48287,-1.727229933223125,193.0,g48
g48289,-0.11291751597619237,137.0,g48
g48291,-1.9505385825276966,201.0,g48
g48293,1.1820307750753862,80.0,g48
g48295,-2.5924871291097276,213.0,g48
g48297,0.29482433962763743,117.0,g48
g48299,0.39827579233529126,113.0,g48
g48301,1.1897660941811217,79.0,g48
g48303,-0.15023781811645165,142.0,g48
g48305,0.24312641979787708,124.0,g48
g48307,-0.2898297352169106,147.0,g48
g48309,1.238688256403485,73.0,g48
g48311,-0.6680096283084185,163.0,g48
g48313,3.767342237831567,19.0,g48
g48315,3.6678236022362904,20.0,g48
g48317,-2.164959827267277,205.0,g48
g48319,-1.0243132765965968,176.0,g48
g48321,0.25128935653310186,123.0,g48
g48323,0.5750270381368492,105.0,g48
g48325,-2.084409682653154,203.0,g48
g48327,2.5774782067496433,43.0,g48
g48329,-4.028481481631716,231.0,g48
g48331,1.2057220516562144,77.0,g48
g48333,0.3233476939699911,116.0,g48
g48335,2.909419204558276,35.0,g48
g48337,-0.5092208047152279,157.0,g48
g48339,-5.005337980042055,246.0,g48
g48341,-1.383771240579961,186.0,g48
g48343,3.770194217545617,18.0,g48
g48345,0.6982433006870915,103.0,g48
g48347,1.4815993508783254,69.0,g48
g48349,0.7199576052919894,101.0,g48
g48351,0.9470318918527749,92.0,g48
g48353,2.180098664137419,50.0,g48
g48355,0.8400225805263922,96.0,g48
g48357,-2.7503987273391437,216.0,g48
g48359,-0.22782817621086626,145.0,g48
g48361,-1.1871138817652351,182.0,g48
g48363,-0.5236670078112619,158.0,g48
g48365,-0.7548961637947497,169.0,g48
g48367,-5.073500290260241,248.0,g48
g48369,-1.888286100853904,200.0,g48
g48371,1.0932623144008704,83.0,g48
g48373,2.7273945351327686,40.0,g48
g48375,2.5020057886575615,44.0,g48
g48377,2.0915869075565587,56.0,g48
g48379,-1.1372974445523805,180.0,g48
g48381,-3.372625487050099,223.0,g48
g48383,-4.401118550093297,239.0,g48
g48385,2.313215832512307,49.0,g48
g48387,3.2255076132775162,30.0,g48
g48389,3.2651351866830183,28.0,g48
g48391,2.423341266595836,48.0,g48
g48393,-3.3144898335470128,221.0,g48
g48395,2.93285276759339,34.0,g48
g48397,-6.905591341795324,253.0,g48
g48399,2.668120812628119,41.0,g48
g48401,0.459168791387399,106.0,g48
g48403,2.493306741678224,45.0,g48
g48405,7.634803590419941,2.0,g48
g48407,-0.19158534661132776,144.0,g48
g48409,-0.41649661758312606,154.0,g48
g48411,2.177557553228673,51.0,g48
g48413,-1.3609510152913038,185.0,g48
g48415,0.8114256172024723,97.0,g48
g48417,-1.033658999185052,178.0,g48
g48419,1.347721320477478,71.0,g48
g48421,-2.5711703976016578,212.0,g48
g48423,-0.5360885201482027,160.0,g48
g48425,-4.036996516564678,232.0,g48
g48427,2.7766193256029066,38.0,g48
g48429,-0.12445753407658619,139.0,g48
g48431,-0.30915134113011233,149.0,g48
g48433,-0.01237482471956719,133.0,g48
g48435,-4.701770845281409,242.0,g48
g48437,1.5493187249391873,67.0,g48
g48439,0.4390413786417473,109.0,g48
g48441,0.17773798103285388,129.0,g48
g48443,1.9630219129257438,61.0,g48
g48445,1.0700949263787924,87.0,g48
g48447,0.18787936783969372,128.0,g48
g48449,-0.7278499359468664,166.0,g48
g48451,0.13844525153452658,131.0,g48
g48453,-1.6384113020178128,191.0,g48
g48455,0.4044682056258382,112.0,g48
g48457,2.773768746308869,39.0,g48
g48459,-1.2826439362021254,184.0,g48
g48461,-0.8667713471160714,172.0,g48
g48463,1.3966911176269454,70.0,g48
g48465,0.3552981382686092,114.0,g48
g48467,-1.1899482642301238,183.0,g48
g48469,-0.16805859720563687,143.0,g48
g48471,3.9143402691730347,15.0,g48
g48473,-1.7059570161569526,192.0,g48
g48475,1.193543967261264,78.0,g48
g48477,1.249228331699225,72.0,g48
g48479,-0.3336836092872981,150.0,g48
g48481,1.2070602365311012,76.0,g48
g48483,-1.5054337466254175,189.0,g48
g48485,1.0162453243494018,91.0,g48
g48487,3.177529165165547,31.0,g48
g48489,4.057134274713269,12.0,g48
g48491,-4.688290382910674,241.0,g48
g48493,-4.874102311309738,245.0,g48
g48495,-0.5995313859457622,161.0,g48
g48497,-5.336777229000649,249.0,g48
g48499,0.19174470960345547,127.0,g48
g48501,-4.261518518098811,237.0,g48
g48503,-0.7348655161083133,167.0,g48
g48505,0.2200498787630727,126.0,g48
g48507,4.300974740525473,9.0,g48
g51001,3.6007843651256914,11.0,g51
g51003,-2.1359807356487144,104.0,g51
g51005,0.0390395539725753,65.0,g51
g51007,-1.1513728353565478,89.0,g51
g51009,-1.5065602368996485,96.0,g51
g51011,-0.0251248284063866,69.0,g51
g51013,-0.44812146174719825,80.0,g51
g51015,-1.7546421076291268,98.0,g51
g51017,1.3734901368868726,39.0,g51
g51019,-1.9206231341235864,101.0,g51
g51021,0.9620443659192015,44.0,g51
g51023,-3.266775023702717,119.0,g51
g51025,3.866104975230636,9.0,g51
g51027,6.132732432306155,1.0,g51
g51029,1.8400846225705518,32.0,g51
g51031,-1.2527794768187241,94.0,g51
g51033,-2.518595317836291,111.0,g51
g51035,2.0928365748832167,29.0,g51
g51036,-3.97679381325424,130.0,g51
g51037,2.2597419477089824,26.0,g51
g51041,-3.3241867946721433,122.0,g51
g51043,-2.9420760954608913,115.0,g51
g51045,-1.1747897954842572,91.0,g51
g51047,-1.1724352504980335,90.0,g51
g51049,-0.04251393942285475,70.0,g51
g51051,5.905679868126579,2.0,g51
g51053,-0.9580466644581321,86.0,g51
g51057,0.2141851569763834,59.0,g51
g51059,-0.17966653019233525,73.0,g51
g51061,-3.1085997712987736,117.0,g51
g51063,0.7162501834700834,50.0,g51
g51065,-3.388492536585595,123.0,g51
g51067,-0.022309755803537168,68.0,g51
g51069,-2.415577177329587,108.0,g51
g51071,0.19270229844487052,60.0,g51
g51073,-2.6181010853871705,113.0,g51
g51075,-3.5278435644237516,124.0,g51
g51077,2.727148144489269,23.0,g51
g51079,-1.797065668243237,99.0,g51
g51081,2.7330085263316173,22.0,g51
g51083,1.40366094308156,38.0,g51
g51085,-4.702746702107172,134.0,g51
g51087,-2.3923195597332563,107.0,g51
g51089,1.187038337987557,40.0,g51
g51091,3.3435668619517975,12.0,g51
g51093,-2.4973776486106325,110.0,g51
g51095,-2.432156796352259,109.0,g51
g51097,-0.0030942499286674696,66.0,g51
g51099,-3.5344806082244635,125.0,g51
g51101,-3.8380772036490454,127.0,g51
g51103,1.0689610304017556,42.0,g51
g51105,2.910804592800387,17.0,g51
g51107,-2.5912126564655673,112.0,g51
g51109,-1.692115775761573,97.0,g51
g51111,3.299410084188612,14.0,g51
g51113,-0.6325911218731082,83.0,g51
g51115,-0.26007350881191316,75.0,g51
g51117,3.3375015803678387,13.0,g51
g51119,0.704049985634611,51.0,g51
g51121,-1.9285037152455966,102.0,g51
g51125,0.7332049308367589,49.0,g51
g51127,-4.32109687420018,133.0,g51
g51131,5.016575922822194,4.0,g51
g51133,1.6746698597489056,33.0,g51
g51135,2.635243844035243,24.0,g51
g51137,-1.0820275384684712,88.0,g51
g51139,0.4812689015942231,54.0,g51
g51141,2.242504377510568,27.0,g51
g51143,0.2644469351581709,57.0,g51
g51145,-3.5491860947109215,126.0,g51
g51147,0.8775087916367748,47.0,g51
g51149,-3.0684274469063997,116.0,g51
g51153,-0.7644455267843199,84.0,g51
g51155,0.06993067471983339,62.0,g51
g51157,-0.6242548415535366,82.0,g51
g51159,2.739309615581446,21.0,g51
g51161,-3.2729167792984475,120.0,g51
g51163,0.2984397618499738,55.0,g51
g51165,-0.261914561611626,76.0,g51
g51167,3.251477170964911,15.0,g51
g51169,2.865514667057954,19.0,g51
g51171,0.051470668577194845,64.0,g51
g51173,1.6059175098480734,35.0,g51
g51175,0.9063454311754755,46.0,g51
g51177,-2.8314376245918442,114.0,g51
g51179,-3.9388625933549246,128.0,g51
g51181,0.13638259830026223,61.0,g51
g51183,4.110200528385742,6.0,g51
g51185,2.2254471883509264,28.0,g51
g51187,-2.362279852973465,105.0,g51
g51191,-0.6047840003457606,81.0,g51
g51193,2.368649000725479,25.0,g51
g51195,3.859628281208866,10.0,g51
g51197,0.6873231803095794,52.0,g51
g51199,-4.148453541327637,132.0,g51
g51510,0.5937932060267324,53.0,g51
g51515,0.05423326562224795,63.0,g51
g51520,1.0231092940239694,43.0,g51
g51530,-0.009686781661998767,67.0,g51
g51540,0.284445203207665,56.0,g51
g51550,-3.947735559655757,129.0,g51
g51570,-0.9753315466520279,87.0,g51
g51580,0.7439221217181252,48.0,g51
g51590,2.056677789868281,30.0,g51
g51595,4.015501298592787,8.0,g51
g51600,-0.4056383410428124,79.0,g51
g51610,-2.372267280362022,106.0,g51
g51620,1.6207280292606832,34.0,g51
g51630,-0.303366385024175,77.0,g51
g51640,4.516719345452836,5.0,g51
g51650,-1.9817029057185438,103.0,g51
g51660,2.83589173108887,20.0,g51
g51670,1.0911790515936612,41.0,g51
g51678,1.9621116196949449,31.0,g51
g51680,-0.1484752555838763,72.0,g51
g51683,4.070376059535208,7.0,g51
g51685,5.49345530157725,3.0,g51
g51690,1.559707583151266,36.0,g51
g51700,-1.3591870882836403,95.0,g51
g51710,-0.3627906195027509,78.0,g51
g51720,0.25300809560115667,58.0,g51
g51730,2.8846156764440734,18.0,g51
g51735,-4.0225339988794016,131.0,g51
g51740,-1.2053235213676898,92.0,g51
g51750,-0.06920075286962413,71.0,g51
g51760,1.4870407401734016,37.0,g51
g51770,0.9165992367265293,45.0,g51
g51775,-1.837121165723068,100.0,g51
g51790,-0.7733417833025371,85.0,g51
g51800,-3.3155239900387734,121.0,g51
g51810,-3.1548951373675216,118.0,g51
g51820,-0.2338027101240509,74.0,g51
g51830,-1.230282027328493,93.0,g51
g51840,3.1967162154481006,16.0,g51
